bbl,tax_year,neighborhood,building_classification,total_units,year_built,gross_sqft,est_gross_income,gross_income_per_sqft,est_expense,expense_per_sqft,net_operating_income,full_market_value,market_value_per_sqft,comparable_rental_1_boro_block_lot,comparable_rental_1_neighborhood,comparable_rental_1_building_classification,comparable_rental_1_total_units,comparable_rental_1_year_built,comparable_rental_1_gross_sqft,comparable_rental_1_est_gross_income,comparable_rental_1_gross_income_per_sqft,comparable_rental_1_est_expense,comparable_rental_1_expense_per_sqft,comparable_rental_1_net_operating_income,comparable_rental_1_full_market_value,comparable_rental_1_market_value_per_sqft,comparable_rental_1_dist_from_coop_in_miles,comparable_rental_2_boro_block_lot,comparable_rental_2_neighborhood,comparable_rental_2_building_classification,comparable_rental_2_total_units,comparable_rental_2_year_built,comparable_rental_2_gross_sqft,comparable_rental_2_est_gross_income,comparable_rental_2_gross_income_per_sqft,comparable_rental_2_est_expense,comparable_rental_2_expense_per_sqft,comparable_rental_2_net_operating_income,comparable_rental_2_full_market_value,comparable_rental_2_market_value_per_sqft,comparable_rental_2_dist_from_coop_in_miles,comparable_rental_3_boro_block_lot,comparable_rental_3_address,comparable_rental_3_neighborhood,comparable_rental_3_building_classification,comparable_rental_3_total_units,comparable_rental_3_year_built,comparable_rental_3_gross_sqft,comparable_rental_3_est_gross_income,comparable_rental_3_gross_income_per_sqft,comparable_rental_3_est_expense,comparable_rental_3_expense_per_sqft,comparable_rental_3_net_operating_income,comparable_rental_3_full_market_value,comparable_rental_3_market_value_per_sqft,comparable_rental_3_dist_from_coop_in_miles,block,lot,BoroCode,Zip,UnitsRes,ComArea,NumFloors,SchoolDist,outstanding_fines,FDNY_issues,SANITATION_issues,DOB_issues
3-05453-0018,2009,BOROUGH PARK,D4-ELEVATOR,64,1939,70800,635784,8.98,NA,NA,NA,2100000,29.7,3-05670-0047,BOROUGH PARK,C7-WALK-UP,11,1916,22500,359607,15.98,NA,NA,NA,1460000,65,0.35,3-05024-0063,FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,127812,16.83,NA,NA,NA,520000,68,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5453,18,3,11219,64,0,6,20,-980,8,0,6
3-05453-0018,2010,BOROUGH PARK,D4-ELEVATOR,64,1939,70800,694745,9.81,NA,NA,NA,1980000,28,3-05670-0047,BOROUGH PARK,C7-WALK-UP,11,1916,22500,382764,17.01,NA,NA,NA,1520000,68,0.35,3-05024-0063,FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,135817,17.88,NA,NA,NA,538000,71,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5453,18,3,11219,64,0,6,20,-980,8,0,6
3-05453-0018,2011,BOROUGH PARK,D4-ELEVATOR,64,1939,70800,764220,10.79,NA,NA,NA,1980000,28,3-05670-0047,BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,NA,NA,NA,1520000,68,0.35,3-05024-0063,FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,NA,NA,NA,590000,78,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5453,18,3,11219,64,0,6,20,-980,8,0,6
3-05453-0018,2012,BOROUGH PARK,D4-ELEVATOR,64,1939,70800,771862,10.9,325880,4.6,445982,2178000,30.76,3-05622-0007,BOROUGH PARK,D1-ELEVATOR,63,1939,64800,763344,11.78,419904,6.48,343440,2057000,31.74,0.47,3-05635-0041,BOROUGH PARK,D1-ELEVATOR,82,1927,71860,797712,11.1,427352,5.95,370360,1903000,26.48,0.3,3-00923-0037,"{""address"":""4114 9 AVENUE"",""city"":""Brooklyn"",""state"":""NY"",""zip"":""""}",BOROUGH PARK,D1-ELEVATOR,66,1959,71,827,11.61,417,5.85,410,2,36.89,1.11,5453,18,3,11219,64,0,6,20,-980,8,0,6
3-05548-0050,2009,BOROUGH PARK,C6-WALK-UP,21,1931,18920,173307,9.16,NA,NA,NA,571000,30.2,3-05670-0047,BOROUGH PARK,C7-WALK-UP,11,1916,22500,359607,15.98,NA,NA,NA,1460000,65,1.05,3-05024-0063,FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,127812,16.83,NA,NA,NA,520000,68,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5548,50,3,11204,21,0,4,20,150,0,1,0
3-05548-0050,2010,BOROUGH PARK,C6-WALK-UP,21,1931,18920,195060,10.31,NA,NA,NA,606000,32,3-05670-0047,BOROUGH PARK,C7-WALK-UP,11,1916,22500,382764,17.01,NA,NA,NA,1520000,68,1.05,3-05024-0063,FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,135817,17.88,NA,NA,NA,538000,71,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5548,50,3,11204,21,0,4,20,150,0,1,0
3-05548-0050,2011,BOROUGH PARK,C6-WALK-UP,21,1931,18920,218570,11.55,NA,NA,NA,614000,32.5,3-05670-0047,BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,NA,NA,NA,1520000,68,1.05,3-05024-0063,FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,NA,NA,NA,590000,78,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5548,50,3,11204,21,0,4,20,150,0,1,0
3-05548-0050,2012,BOROUGH PARK,C6-WALK-UP,21,1931,18920,253338,13.39,134269,7.1,119069,790000,41.75,3-05550-0012,BOROUGH PARK,C1-WALK-UP,24,1931,16468,173649,10.54,99804,6.06,73845,459000,27.87,0.29,3-05545-0053,BOROUGH PARK,C1-WALK-UP,46,1928,33600,479210,14.26,215987,6.43,263223,1824000,54.29,0.45,3-06553-0035,"{""address"":""2270 64 STREET"",""city"":""Brooklyn"",""state"":""NY"",""zip"":""""}",BOROUGH PARK,C1-WALK-UP,23,1928,17,227,13.39,128,7.54,99,634,37.29,0.44,5548,50,3,11204,21,0,4,20,150,0,1,0
3-05708-0017,2009,BOROUGH PARK,C6-WALK-UP,20,1930,16704,174133,10.42,NA,NA,NA,588000,35.2,3-05670-0047,BOROUGH PARK,C7-WALK-UP,11,1916,22500,359607,15.98,NA,NA,NA,1460000,65,0.65,3-05024-0063,FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,127812,16.83,NA,NA,NA,520000,68,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5708,17,3,11219,20,0,4,20,600,0,11,0
3-05708-0017,2010,BOROUGH PARK,C6-WALK-UP,20,1930,16704,184740,11.06,NA,NA,NA,574000,34.4,3-05670-0047,BOROUGH PARK,C7-WALK-UP,11,1916,22500,382764,17.01,NA,NA,NA,1520000,68,0.65,3-05024-0063,FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,135817,17.88,NA,NA,NA,538000,71,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5708,17,3,11219,20,0,4,20,600,0,11,0
3-05708-0017,2011,BOROUGH PARK,C6-WALK-UP,20,1930,16704,205225,12.29,NA,NA,NA,577000,34.5,3-05670-0047,BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,NA,NA,NA,1520000,68,0.65,3-05024-0063,FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,NA,NA,NA,590000,78,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5708,17,3,11219,20,0,4,20,600,0,11,0
3-05941-0006,2009,BAY RIDGE,D4-ELEVATOR,58,1925,55272,494933,8.95,NA,NA,NA,1630000,29.5,3-06086-0045,BAY RIDGE,D7-ELEVATOR,99,1929,99300,901218,9.08,NA,NA,NA,2970000,29.9,0.8,3-05841-0001,BAY RIDGE,D1-ELEVATOR,60,1928,80640,710631,8.81,NA,NA,NA,2340000,29,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5941,6,3,11209,58,0,6,20,5450,4,1,15
3-05941-0006,2010,BAY RIDGE,D4-ELEVATOR,58,1925,55272,854505,15.46,NA,NA,NA,3380000,61,3-06107-0029,BAY RIDGE,D1-ELEVATOR,83,1928,57024,847820,14.87,NA,NA,NA,3090000,54,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5941,6,3,11209,58,0,6,20,5450,4,1,15
3-05941-0006,2011,BAY RIDGE,D4-ELEVATOR,58,1925,55272,990474,17.92,NA,NA,NA,3700000,67,3-06100-0028,BAY RIDGE,D1-ELEVATOR,83,1926,64800,1122082,17.32,NA,NA,NA,4200000,65,1.05,3-06107-0029,BAY RIDGE,D1-ELEVATOR,83,1928,57024,908920,15.94,NA,NA,NA,3070000,54,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5941,6,3,11209,58,0,6,20,5450,4,1,15
3-06115-0042,2009,BAY RIDGE,D4-ELEVATOR,74,1931,88212,1234968,14,NA,NA,NA,4900000,56,3-06060-0032,BAY RIDGE,D1-ELEVATOR,48,1935,46488,644088,13.85,NA,NA,NA,2550000,55,0.4,3-06129-0001,BAY RIDGE,D1-ELEVATOR,60,1935,71346,1008883,14.14,NA,NA,NA,4000000,56,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6115,42,3,11209,74,0,6,20,0,5,1,8
3-06115-0042,2010,BAY RIDGE,D4-ELEVATOR,74,1931,88212,1330236,15.08,NA,NA,NA,5270000,60,3-06026-0001,BAY RIDGE,D1-ELEVATOR,112,1926,81000,1137160,14.04,NA,NA,NA,4150000,51,0.7,3-06069-0013,BAY RIDGE,D1-ELEVATOR,139,1927,96952,1562848,16.12,NA,NA,NA,6190000,64,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6115,42,3,11209,74,0,6,20,0,5,1,8
3-06115-0042,2011,BAY RIDGE,D4-ELEVATOR,74,1931,88212,1580759,17.92,NA,NA,NA,5910000,67,3-06026-0001,BAY RIDGE,D1-ELEVATOR,112,1926,81000,1244260,15.36,NA,NA,NA,4210000,52,0.7,3-06069-0013,BAY RIDGE,D1-ELEVATOR,139,1927,96952,1719535,17.74,NA,NA,NA,6430000,66,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6115,42,3,11209,74,0,6,20,0,5,1,8
3-06141-0074,2009,BAY RIDGE,C6-WALK-UP,17,1926,11640,143114,12.3,NA,NA,NA,538000,46.2,3-06117-0040,BAY RIDGE,C1-WALK-UP,24,1926,16000,226912,14.18,NA,NA,NA,900000,56,0.3,3-06134-0007,BAY RIDGE,C7-WALK-UP,27,1929,19600,275361,14.05,NA,NA,NA,1090000,56,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6141,74,3,11228,17,0,4,20,0,0,1,0
3-06141-0074,2010,BAY RIDGE,C6-WALK-UP,17,1926,11640,179838,15.45,NA,NA,NA,712000,61,3-06117-0040,BAY RIDGE,C1-WALK-UP,24,1926,16000,236094,14.76,NA,NA,NA,862000,54,0.3,3-06134-0007,BAY RIDGE,C7-WALK-UP,27,1929,19600,296632,15.13,NA,NA,NA,1170000,60,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6141,74,3,11228,17,0,4,20,0,0,1,0
3-06141-0074,2011,BAY RIDGE,C6-WALK-UP,17,1926,11640,211033,18.13,NA,NA,NA,789000,68,3-06117-0040,BAY RIDGE,C1-WALK-UP,24,1926,16000,249408,15.59,NA,NA,NA,843000,53,0.3,3-06134-0007,BAY RIDGE,C7-WALK-UP,27,1929,19600,322145,16.44,NA,NA,NA,1090000,56,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6141,74,3,11228,17,0,4,20,0,0,1,0
3-06286-0001,2009,BENSONHURST,D4-ELEVATOR,60,1927,57000,492730,8.64,NA,NA,NA,1620000,28.4,3-06683-0052,OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,NA,NA,NA,1070000,42.7,1.7,3-08470-1018,MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,NA,NA,NA,22300000,207,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6286,1,3,11214,60,0,6,20,825,9,8,7
3-06286-0001,2010,BENSONHURST,D4-ELEVATOR,60,1927,57000,522740,9.17,NA,NA,NA,1490000,26.1,3-06683-0052,OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,NA,NA,NA,775000,30.9,1.7,3-08470-1018,MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,NA,NA,NA,23800000,221,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6286,1,3,11214,60,0,6,20,825,9,8,7
3-06286-0001,2011,BENSONHURST,D4-ELEVATOR,60,1927,57000,595015,10.44,NA,NA,NA,1540000,27,3-06683-0052,OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,NA,NA,NA,723000,28.8,1.7,3-08470-1018,MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,NA,NA,NA,22600000,210,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6286,1,3,11214,60,0,6,20,825,9,8,7
3-06439-0049,2009,BATH BEACH,D4-ELEVATOR,16,1916,13941,144011,10.33,NA,NA,NA,487000,34.9,3-02558-0064,GREENPOINT,C1-WALK-UP,16,1930,13000,285818,21.99,NA,NA,NA,1280000,98,9.2,3-06049-0030,BAY RIDGE,C1-WALK-UP,32,1916,30000,567300,18.91,NA,NA,NA,2310000,77,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6439,49,3,11214,16,0,4,20,-100,0,5,2
3-06439-0049,2010,BATH BEACH,D4-ELEVATOR,16,1916,13941,257769,18.49,NA,NA,NA,1020000,73,3-06110-0052,BAY RIDGE,D1-ELEVATOR,48,1955,32400,580321,17.91,NA,NA,NA,2300000,71,1.65,3-06124-0028,BAY RIDGE,D1-ELEVATOR,50,1958,40500,772244,19.07,NA,NA,NA,3350000,83,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6439,49,3,11214,16,0,4,20,-100,0,5,2
3-06439-0049,2011,BATH BEACH,D4-ELEVATOR,16,1916,13941,278959,20.01,NA,NA,NA,1040000,75,3-06110-0052,BAY RIDGE,D1-ELEVATOR,48,1955,32400,641658,19.8,NA,NA,NA,2400000,74,1.65,3-06124-0028,BAY RIDGE,D1-ELEVATOR,50,1958,40500,825503,20.38,NA,NA,NA,3090000,76,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6439,49,3,11214,16,0,4,20,-100,0,5,2
3-07109-0001,2009,OCEAN PARKWAY-SOUTH,D4-ELEVATOR,66,1938,79920,825574,10.33,NA,NA,NA,2790000,34.9,3-05389-0034,OCEAN PARKWAY-NORTH,D1-ELEVATOR,72,1931,72600,612202,8.43,NA,NA,NA,2020000,27.8,2.7,3-05389-0067,OCEAN PARKWAY-NORTH,D1-ELEVATOR,48,1932,41963,490021,11.68,NA,NA,NA,1730000,41.2,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7109,1,3,11223,66,0,6,21,1600,3,5,7
3-07109-0001,2010,OCEAN PARKWAY-SOUTH,D4-ELEVATOR,66,1938,79920,1235563,15.46,NA,NA,NA,4890000,61,3-06047-0031,BAY RIDGE,D1-ELEVATOR,78,1927,62556,1171266,18.72,NA,NA,NA,4640000,74,4.1,3-06107-0029,BAY RIDGE,D1-ELEVATOR,83,1928,57024,847820,14.87,NA,NA,NA,3090000,54,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7109,1,3,11223,66,0,6,21,1600,3,5,7
3-07109-0001,2011,OCEAN PARKWAY-SOUTH,D4-ELEVATOR,66,1938,79920,1432166,17.92,NA,NA,NA,5350000,67,3-06047-0031,BAY RIDGE,D1-ELEVATOR,78,1927,62556,1206404,19.29,NA,NA,NA,4510000,72,4.1,3-06107-0029,BAY RIDGE,D1-ELEVATOR,83,1928,57024,908920,15.94,NA,NA,NA,3070000,54,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7109,1,3,11223,66,0,6,21,1600,3,5,7
3-07109-0001,2012,OCEAN PARKWAY-SOUTH,D4-ELEVATOR,66,1938,79920,839959,10.51,334066,4.18,505893,3142000,39.31,3-07112-0001,OCEAN PARKWAY-SOUTH,D1-ELEVATOR,60,1939,71400,735488,10.3,280654,3.93,454834,1881000,26.34,0.15,3-07315-0053,MADISON,D1-ELEVATOR,114,1928,92400,1096275,11.86,638759,6.91,457516,2849000,30.83,0.22,3-06681-0440,"{""address"":""1850 OCEAN PARKWAY"",""city"":""Brooklyn"",""state"":""NY"",""zip"":""""}",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,70,1938,91,951,10.42,410,4.5,540,2,26.37,0.34,7109,1,3,11223,66,0,6,21,1600,3,5,7
3-07274-0001,2009,CONEY ISLAND,D4-ELEVATOR,572,1964,623800,8137471,13.05,NA,NA,NA,31400000,50,3-07050-0001,CONEY ISLAND,D6-ELEVATOR,371,1972,386700,5534265,14.31,NA,NA,NA,15600000,40.3,1.4,3-07052-0034,CONEY ISLAND,D6-ELEVATOR,333,1970,453758,5347513,11.78,NA,NA,NA,15100000,33.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7274,1,3,11224,572,0,23,21,6400,10,0,11
3-07274-0001,2010,CONEY ISLAND,D4-ELEVATOR,572,1964,623800,8945292,14.34,NA,NA,NA,32700000,52,3-01811-0019,BEDFORD STUYVESANT,D7-ELEVATOR,196,1974,212405,2714389,12.78,NA,NA,NA,9360000,44.1,7.7,3-07046-0001,CONEY ISLAND,D7-ELEVATOR,261,1979,230500,3663218,15.89,NA,NA,NA,14500000,63,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7274,1,3,11224,572,0,23,21,6400,10,0,11
3-07274-0001,2011,CONEY ISLAND,D4-ELEVATOR,572,1964,623800,10448650,16.75,NA,NA,NA,39100000,63,3-01811-0019,BEDFORD STUYVESANT,D7-ELEVATOR,196,1974,212405,2750003,12.95,NA,NA,NA,8560000,40.3,7.7,3-07046-0001,CONEY ISLAND,D7-ELEVATOR,261,1979,230500,3740286,16.23,NA,NA,NA,12600000,55,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7274,1,3,11224,572,0,23,21,6400,10,0,11
3-07274-0001,2012,CONEY ISLAND,D4-ELEVATOR,572,1964,623800,9675138,15.51,3474570,5.57,6200570,42481000,68.1,3-07274-0020,CONEY ISLAND,D3-ELEVATOR,445,1964,470000,6890200,14.66,3651900,7.77,3238300,22359000,47.57,0,3-07274-0035,CONEY ISLAND,D3-ELEVATOR,441,1964,470000,7289700,15.51,3647200,7.76,3642500,24955000,53.1,0,3-07235-0001,"{""address"":""2612 WEST STREET"",""city"":""Brooklyn"",""state"":""NY"",""zip"":""""}",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,240,1951,194,3,16.1,1,6.12,1,10,53.23,0.47,7274,1,3,11224,572,0,23,21,6400,10,0,11
3-07397-0085,2009,SHEEPSHEAD BAY,D4-ELEVATOR,71,1963,70710,889825,12.58,NA,NA,NA,3340000,47.2,3-06683-0052,OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,NA,NA,NA,1070000,42.7,0.8,3-08470-1018,MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,NA,NA,NA,22300000,207,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7397,85,3,11229,69,2500,6,21,175,26,1,10
3-07397-0085,2010,SHEEPSHEAD BAY,D4-ELEVATOR,71,1963,70710,944015,13.35,NA,NA,NA,3450000,48.8,3-06683-0052,OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,NA,NA,NA,775000,30.9,0.8,3-08470-1018,MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,NA,NA,NA,23800000,221,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7397,85,3,11229,69,2500,6,21,175,26,1,10
3-07397-0085,2011,SHEEPSHEAD BAY,D4-ELEVATOR,71,1963,70710,1047860,14.82,NA,NA,NA,3540000,50,3-06683-0052,OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,NA,NA,NA,723000,28.8,0.8,3-08470-1018,MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,NA,NA,NA,22600000,210,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7397,85,3,11229,69,2500,6,21,175,26,1,10
3-07397-0085,2012,SHEEPSHEAD BAY,D4-ELEVATOR,71,1963,70710,991354,14.02,420017,5.94,571337,3758000,53.15,3-07397-0034,SHEEPSHEAD BAY,D1-ELEVATOR,135,1963,124636,1767453,14.18,924497,7.42,842956,5808000,46.6,0,3-07414-0033,SHEEPSHEAD BAY,D1-ELEVATOR,55,1962,46087,607555,13.18,330717,7.18,276838,1840000,39.92,0.18,3-07378-0078,"{""address"":""2222 18 STREET"",""city"":""Brooklyn"",""state"":""NY"",""zip"":""""}",SHEEPSHEAD BAY,D1-ELEVATOR,67,1963,55,797,14.32,436,7.83,361,2,44.94,0.31,7397,85,3,11229,69,2500,6,21,175,26,1,10
3-07682-0016,2009,MIDWOOD,D4-ELEVATOR,84,1950,65500,707400,10.8,NA,NA,NA,2390000,36.5,3-05123-0001,FLATBUSH-CENTRAL,D1-ELEVATOR,59,1927,67074,624106,9.3,NA,NA,NA,2060000,30.7,2.2,3-01322-0001,FLATBUSH-NORTH,D7-ELEVATOR,89,1952,68220,878710,12.88,NA,NA,NA,3300000,48.4,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7682,16,3,11210,84,0,6,22,6500,13,3,19
3-07682-0016,2010,MIDWOOD,D4-ELEVATOR,84,1950,65500,728622,11.12,NA,NA,NA,2260000,34.5,3-05123-0001,FLATBUSH-CENTRAL,D1-ELEVATOR,59,1927,67074,681546,10.16,NA,NA,NA,1940000,28.9,2.2,3-01322-0001,FLATBUSH-NORTH,D7-ELEVATOR,89,1952,68220,878710,12.88,NA,NA,NA,3210000,47.1,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7682,16,3,11210,84,0,6,22,6500,13,3,19
3-07682-0016,2011,MIDWOOD,D4-ELEVATOR,84,1950,65500,750481,11.46,NA,NA,NA,2110000,32.2,3-05123-0001,FLATBUSH-CENTRAL,D1-ELEVATOR,59,1927,67074,737334,10.99,NA,NA,NA,1910000,28.5,2.2,3-01322-0001,FLATBUSH-NORTH,D7-ELEVATOR,89,1952,68220,943154,13.83,NA,NA,NA,2940000,43.1,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7682,16,3,11210,84,0,6,22,6500,13,3,19
3-07682-0016,2012,MIDWOOD,D4-ELEVATOR,84,1950,65500,711985,10.87,341255,5.21,370730,2295000,35.04,3-07688-0041,MADISON,D1-ELEVATOR,107,1937,113820,1372557,12.06,888964,7.81,483593,3047000,26.77,0.2,3-06770-0031,MIDWOOD,D1-ELEVATOR,96,1936,104348,1056385,10.12,636228,6.1,420157,2621000,25.12,0.31,NA,NA, , ,0,0,0,0,0,0,0,0,0,0,0,7682,16,3,11210,84,0,6,22,6500,13,3,19
4-00018-0001,2009,LONG ISLAND CITY,D4-ELEVATOR,536,1996,724475,11084467,15.3,NA,NA,NA,45100000,62,4-06809-0001,FLUSHING-SOUTH,D8-ELEVATOR,388,2004,534846,17900000,33.5,NA,NA,NA,86700000,162,7.8,4-06797-0054,FLUSHING-SOUTH,D6-ELEVATOR,142,2000,209525,5430133,25.9,NA,NA,NA,26300000,126,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,4,11109,522,218970,42,30,2575,13,0,25
4-00018-0001,2011,LONG ISLAND CITY,D4-ELEVATOR,536,1996,724475,13402787,18.5,NA,NA,NA,50100000,69,4-06809-0001,FLUSHING-SOUTH,D8-ELEVATOR,388,2004,540846,8920048,16.49,NA,NA,NA,30200000,56,7.8,4-06797-0054,FLUSHING-SOUTH,D6-ELEVATOR,142,2000,209525,4316215,20.6,NA,NA,NA,16100000,77,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,4,11109,522,218970,42,30,2575,13,0,25
4-00018-0001,2012,LONG ISLAND CITY,D4-ELEVATOR,536,1996,724475,10642538,14.69,5578460,7.7,5064080,34956000,48.25,4-00236-0066,LONG ISLAND CITY,D1-ELEVATOR,120,1961,97528,1482558,15.2,760870,7.8,721688,4959000,50.85,1.56,4-00583-0011,ASTORIA,D1-ELEVATOR,120,1964,103850,1472357,14.18,646861,6.23,825496,4994000,48.09,1.8,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,18,1,4,11109,522,218970,42,30,2575,13,0,25
4-00157-0040,2009,SUNNYSIDE,D4-ELEVATOR,73,1927,68700,833331,12.13,NA,NA,NA,2940000,42.8,4-00184-0009,SUNNYSIDE,D1-ELEVATOR,50,1937,40800,483321,11.85,NA,NA,NA,1700000,41.7,0.15,4-00184-0014,SUNNYSIDE,D1-ELEVATOR,49,1937,40800,557580,13.67,NA,NA,NA,2100000,51,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,40,4,11104,72,1000,6,30,2370,4,6,10
4-00157-0040,2011,SUNNYSIDE,D4-ELEVATOR,73,1927,68700,908901,13.23,NA,NA,NA,2830000,41.2,4-00184-0009,SUNNYSIDE,D1-ELEVATOR,50,1937,40800,532470,13.05,NA,NA,NA,1660000,40.7,0.15,4-00184-0014,SUNNYSIDE,D1-ELEVATOR,49,1937,40800,635900,15.59,NA,NA,NA,2150000,53,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,40,4,11104,72,1000,6,30,2370,4,6,10
4-00157-0040,2012,SUNNYSIDE,D4-ELEVATOR,73,1927,68700,965922,14.06,482961,7.03,482961,3113000,45.31,4-00158-0038,SUNNYSIDE,D1-ELEVATOR,94,1930,71490,1040180,14.55,551188,7.71,488992,3379000,47.27,0.05,4-00137-0013,SUNNYSIDE,D1-ELEVATOR,96,1931,72700,1364302,18.77,509153,7,855149,6146000,84.54,0.1,4-00137-0004,41 46 STREET,SUNNYSIDE,D6-ELEVATOR,107,1931,77,1,17.04,491,6.33,833,6,77.47,0.1,157,40,4,11104,72,1000,6,30,2370,4,6,10
